${0},,
"Opening (Dr)",,
"Opening Amount",,
"Opening Amounts",,
"Opening Balance Equity",,
"Opening Balances",,
"Opening Cash",,
"Opening Cash Amount can not be negative.",,
"Opening Cash In Denominations",,
"Opening Date",,
"Opening Entry",,
"Opening Shift",,
Opportunity,,
Options,,
Orange,,
Organisation,,
Outflow,,
Outstanding,,
"Outstanding Amount",,
POS,,
"POS Closing Shift",,
"POS Counter Cash Account is not set. Please set it on POS Settings",,
"POS Customer",,
"POS Inventory is not set. Please set it on POS Settings",,
"POS Opening Shift",,
"POS Profile",,
"POS Settings",,
"POS Shift Amount",,
"POS Write Off Account is not set. Please set it on POS Settings",,
"Pad Zeros","mit Nullen auffüllen",
Page,Seite,
Paid,Bezahlt,
"Paid ${0}","${0} bezahlt",
"Paid Change",,
Paisa,,
Parent,Übergeordnet,
"Parent Account","Übergeordnetes Konto",
"Partly Paid",,
"Partly Paid ${0}",,
Party,Geschäftspartner,
"Patch Run",Reparatur-Durchlauf,
Pay,Zahlen,
"Pay & Print",,
"Pay And Print Button Colour",,
"Pay Button Colour",,
Payable,Verbindlichkeit,
Payment,Zahlung,
"Payment ${0} is Saved","Bezahlung ${0} wurde gespeichert",
"Payment For","Zahlung für",
"Payment Method",Zahlungsmethode,
"Payment No",Zahlungsnr.,
"Payment Number Series","Nummernserie Zahlungen",
"Payment Print Template","Druckvorlage für Zahlungen",
"Payment Reference",Zahlungsreferenz,
"Payment Type",Zahlungsart,
"Payment amount cannot be ${0}.","Der Zahlungsbetrag kann nicht ${0} sein",
"Payment amount cannot be less than zero.","Der Zahlungsbetrag kann nicht kleiner als Null sein",
"Payment amount cannot exceed ${0}.","Der Zahlungsbetrag kann ${0} nicht überschreiten",
"Payment amount: ${0} should be greater than 0.","Zahlungsbetrag: ${0} sollte größer als 0 sein",
"Payment amount: ${0} should be less than Outstanding amount: ${1}.","Zahlungsbetrag: ${0} sollte kleiner sein, als der ausstehende Betrag: ${1}",
"Payment of ${0} will be made from account ""${1}"" to account ""${2}"" on Submit.","Die Zahlung von ${0} wird beim Buchen vom Konto ""${1}"" auf das Konto ""${2}"" durchgeführt",
Payments,Zahlungen,
"Payroll Payable","fällige Gehaltsabrechnung",
"Pending qty. ${0}","Ausstehende Menge: ${0}",
Periodicity,Periodizität,
Phone,Telefon,
"Pick Columns","Spalten auswählen",
"Pick Import Columns","Wähle Spalten zum Import",
Pink,Rosa,
Place,Ort,
"Place of supply","Ort der Lieferung",
"Plants and Machineries","Anlagen und Maschinen",
"Please Wait","Bitte warten...",
"Please add a customer before saving",,
"Please check Key Hints for valid key names","Bitte prüfen Sie die Schlüsselhinweise auf gültige Schlüsselnamen",
"Please create a ${0} entry to view Template Preview.","Bitte erstellen Sie einen ${0}-Eintrag, um die Vorlagenvorschau anzuzeigen.",
"Please fill all values.","Bitte füllen Sie alle Werte aus.",
"Please restart and try again.","Bitte starten Sie neu und versuchen Sie es erneut.",
"Please select a Print Template","Bitte wählen Sie eine Druckvorlage.",
"Please select a batch first",,
"Please select a valid reference type.","Bitte eine gültige Datenreferenz wählen",
"Please set GSTIN in General Settings.","Bitte stellen Sie die GSTIN in den allgemeinen Einstellungen ein.",
"Please set Round Off Account in the Settings.","Bitte stellen Sie in den Einstellungen ein Abrundungskonto ein.",
"Please set a Display Doc","Bitte stellen Sie ein Anzeigedokument ein",
"Point of Sale",Verkaufsstelle,
"Points must be greater than 0",,
"Points must be greather than 0",,
"Pos Print Template",,
"Pos Print Width",,
"Pos Ui",,
"Postal Code",Postleitzahl,
"Postal Expenses",Portokosten,
"Posting Date",Buchungsdatum,
Prefix,Präfix,
"Price Discount",,
"Price Discount Scheme",,
"Price Discount Type",,
"Price List",Preisliste,
"Price List Item",Preislistenartikel,
"Pricing Rule",,
"Pricing Rule Detail",,
"Pricing Rule Item",,
"Prime Bank","Primäre Bank",
Print,Drucken,
"Print ${0}",,
"Print Failed",,
"Print Settings",,
"Print Setup",,
"Print Successful",,
"Print Template",,
"Print Template Name not set",,
"Print Template is empty",,
"Print Templates",,
"Print View",,
"Print and Stationery",,
Priority,,
Product,,
"Product Discount",,
"Product Discount Scheme",,
Profile,,
"Profit And Loss",,
"Profit and Loss",,
Purchase,,
"Purchase Acc.",,
"Purchase Amount",,
"Purchase Invoice",,
"Purchase Invoice Item",,
"Purchase Invoice Number Series",,
"Purchase Invoice Print Template",,
"Purchase Invoice Terms",,
"Purchase Invoices",,
"Purchase Item",,
"Purchase Item Created",,
"Purchase Items",,
"Purchase Payment",,
"Purchase Payment Account",,
"Purchase Payments",,
"Purchase Receipt",,
"Purchase Receipt Item",,
"Purchase Receipt Location",,
"Purchase Receipt Number Series",,
"Purchase Receipt Print Template",,
"Purchase Receipt Terms",,
Purchases,,
Purple,,
Purpose,,
"Qty in Batch",,
"Qty. ${0}",,
"Qty. in Transfer Unit",,
Quantity,,
"Quantity (${0}) has to be greater than zero",,
"Quantity and Amount",,
"Quantity needs to be set",,
Quarterly,,
Quarters,,
"Quick Search",,
"Quick edit error: ${0} entry has no name.",,
Quotation,,
Quote,,
"Quote Reference",,
Rate,,
"Rate (${0}) cannot be less zero.",,
"Rate (${0}) has to be greater than zero",,
"Rate can't be negative.",,
"Rate needs to be set",,
"Raw Value: ${0}",,
Receivable,,
Receive,,
"Recurse Every (As Per Transaction Unit)",,
Red,,
"Redeem Loyalty Points",,
"Ref Name",,
"Ref Type",,
"Ref. / Cheque No.",,
"Ref. Date",,
"Ref. Name",,
"Ref. Type",,
Reference,,
"Reference Date",,
"Reference Id not set.",,
"Reference Number",,
"Reference Type",,
References,,
"Register Instance",,
"Reload Green Bar By SFGCO?",,
Replied,,
Report,,
"Report Error",,
"Report Issue",,
"Report will use more than one page if required.",,
Reports,,
"Required fields not selected: ${0}",,
"Retained Earnings",,
Return,,
"Return Against",,
"Return Button Colour",,
"Return Issued",,
"Reverse Chrg.",,
Reverted,,
Reverts,,
"Review Accounts",,
"Review your chart of accounts, add any account or tax heads as needed",,
"Right Index",,
Role,,
"Root Type",,
Round,,
"Round Free Item Quantity",,
"Round Off",,
"Round Off Account",,
"Round Off Account Not Found",,
"Rounded Off",,
"Rounding Method",,
"Row ${0}",,
Sa,,
Salary,,
Sales,,
"Sales Acc.",,
"Sales Expenses",,
"Sales Invoice",,
"Sales Invoice ${0} is Saved",,
"Sales Invoice ${0} is Submitted",,
"Sales Invoice Item",,
"Sales Invoice Number Series",,
"Sales Invoice Print Template",,
"Sales Invoice Terms",,
"Sales Invoices",,
"Sales Item",,
"Sales Item Created",,
"Sales Items",,
"Sales Payment",,
"Sales Payment Account",,
"Sales Payments",,
"Sales Quote",,
"Sales Quote Item",,
"Sales Quote Number Series",,
"Sales Quote Print Template",,
"Sales Quotes",,
"Sales and Purchase",,
Save,,
"Save ${0}?",,
"Save Button Colour",,
"Save Customizations",,
"Save Template",,
"Save Template File",,
"Save and Continue",,
"Save as PDF",,
"Save as PDF Successful",,
"Save changes made to ${0}?",,
"Save or Submit an entry.",,
Saved,,
"Search Item (Name or Barcode)",,
"Search an Item",,
"Secured Loans",,
"Securities and Deposits",,
Select,,
"Select CoA",,
"Select Color",,
"Select Colour",,
"Select Country",,
"Select File",,
"Select Image",,
"Select Template File",,
"Select a Display Doc to view the Template",,
"Select a Template type",,
"Select a form type to customize",,
"Select a pre-defined page size, or set a custom page size for your Print Template.",,
"Select column",,
"Select file",,
"Select folder",,
"Select the template type.",,
Selected,,
September,,
"Serial Number",,
"Serial Number ${0} does not belong to the item ${1}.",,
"Serial Number ${0} does not exist.",,
"Serial Number ${0} is not Active.",,
"Serial Number ${0} is not Inactive",,
"Serial Number ${0} status is not Active.",,
"Serial Number Description",,
"Serial Number is enabled for Item ${0}",,
"Serial Number is not enabled for Item ${0}",,
"Serial Number not set for row ${0}.",,
"Serial Number set for row ${0}.",,
Service,,
"Set Coupon Code",,
"Set Discount Amount",,
"Set Loyalty Program",,
"Set Period",,
"Set Price List",,
"Set Print Size",,
"Set Template Type",,
"Set Up",,
"Set Up Your Workspace",,
"Set a Template value to see the Print Template",,
"Set an Import Type",,
"Set the display language.",,
"Set the local code. This is used for number formatting.",,
"Set up your company information, email, country and fiscal year",,
"Set up your opening balances before performing any accounting entries",,
"Set up your organization",,
"Set up your tax templates for your sales or purchase transactions",,
"Sets how many digits are shown after the decimal point.",,
"Sets the app-wide date display format.",,
"Sets the internal precision used for monetary calculations. Above 6 should be sufficient for most currencies.",,
"Sets the theme of the app.",,
"Setting Up Instance",,
Settings,,
Setup,,
"Setup Complete",,
"Setup Wizard",,
"Setup system defaults like date format and display precision",,
Seven,,
Seventeen,,
Seventy,,
Shipment,,
"Shipment ${0} is Submitted",,
"Shipment Item",,
"Shipment Location",,
"Shipment Number Series",,
"Shipment Print Template",,
"Shipment Terms",,
Shortcuts,,
"Should entries be submitted after syncing?",,
"Show HSN",,
"Show Me",,
"Show Month/Year",,
"Single Value",,
Six,,
Sixteen,,
Sixty,,
"Skip Child Tables",,
"Skip Transactions",,
"Smallest Currency Fraction Value",,
Softwares,,
"Something has gone terribly wrong. Please check the console and raise an issue.",,
"Source of Funds (Liabilities)",,
"Standard Chart of Accounts",,
Start,,
"Start From Row Index",,
State,,
"State Tax",,
Status,,
Stock,,
"Stock Adjustment",,
"Stock Assets",,
"Stock Balance",,
"Stock Entries",,
"Stock Expenses",,
"Stock In Hand",,
"Stock In Hand Acc.",,
"Stock Ledger",,
"Stock Ledger Entry",,
"Stock Liabilities",,
"Stock Movement",,
"Stock Movement Item",,
"Stock Movement No.",,
"Stock Movement Number Series",,
"Stock Movement Print Template",,
"Stock Movements",,
"Stock Not Received",,
"Stock Not Shipped",,
"Stock Not Transferred",,
"Stock Received But Not Billed",,
"Stock Received But Not Billed Acc.",,
"Stock Transfer Item",,
"Stock Unit",,
StockTransfer,,
Stores,,
Su,,
Submit,,
"Submit ${0}?",,
"Submit Button Colour",,
"Submit entries?",,
Submitted,,
Success,,
Supplier,,
"Supplier Created",,
Suppliers,,
Symbol,,
"Sync Data From Server",,
"Sync Data To ERPNext",,
"Sync Settings",,
System,,
"System Settings",,
"System Setup",,
Table,,
Target,,
Tax,,
"Tax Account",,
"Tax Amount",,
"Tax Assets",,
"Tax Detail",,
"Tax ID",,
"Tax Invoice Account",,
"Tax Payment Account",,
"Tax Rate",,
"Tax Summary",,
"Tax Template",,
"Tax Templates",,
"Tax and Totals",,
"Taxable Value",,
"Taxed Amount",,
Taxes,,
"Taxes and Charges",,
Teal,,
"Telephone Expenses",,
Template,,
"Template Builder",,
"Template Compilation Error",,
"Template Name",,
"Template Type",,
"Template file saved",,
Temporary,,
"Temporary Accounts",,
"Temporary Opening",,
Ten,,
Terms,,
Text,,
Th,,
"The Grand Total must be less than ${0} to apply this coupon.",,
"The Grand Total must exceed ${0} to apply the coupon ${1}.",,
"The following characters cannot be used ${0} in a Number Series name.",,
"The following items have insufficient quantity for Shipment: ${0}",,
Theme,,
Thirteen,,
Thirty,,
"This Month",,
"This Quarter",,
"This Year",,
"This action is permanent",,
"This action is permanent and will cancel the following payment: ${0}",,
"This action is permanent and will cancel the following payments: ${0}",,
"This action is permanent and will delete associated ledger entries.",,
"This action is permanent.",,
Thousand,,
Three,,
"Tier Name",,
"Times New Roman",,
Title,,
To,,
"To Account",,
"To Account and From Account can't be the same: ${0}",,
"To Date",,
"To Loc.",,
"To Year",,
"Toggle Edit Mode",,
"Toggle Key Hints",,
"Toggle Linked Entries widget, not available in Quick Edit view.",,
"Toggle between Grid and List view",,
"Toggle between form and full width",,
"Toggle sidebar",,
"Toggle the Create filter",,
"Toggle the Docs filter",,
"Toggle the List filter",,
"Toggle the Page filter",,
"Toggle the Report filter",,
"Top Expenses",,
Total,,
"Total Amount",,
"Total Asset (Debit)",,
"Total Debit: ${0} must be equal to Total Credit: ${1}",,
"Total Discount",,
"Total Equity (Credit)",,
"Total Expense (Debit)",,
"Total Income (Credit)",,
"Total Liability (Credit)",,
"Total Profit",,
"Total Quantity",,
"Total Spending",,
"Track Inventory",,
Transfer,,
"Transfer No",,
"Transfer Type",,
"Transfer Unit",,
"Transfer Unit ${0} is not applicable for Item ${1}",,
"Transfer will cause future entries to have negative stock.",,
"Travel Expenses",,
"Trial Balance",,
Tu,,
Twelve,,
Twenty,,
Two,,
Type,,
"Type to search...",,
UOM,,
"UOM Conversion Item",,
"UOM Conversions",,
"Unable to add an item to the return invoice.",,
Unit,,
"Unit Type",,
Unpaid,,
"Unpaid ${0}",,
"Unsecured Loans",,
"Until Date",,
"Use Full Width",,
"Use List Filters",,
Used,,
"User Remark",,
"Utility Expenses",,
"Valid From",,
"Valid From Date should be greather than Pricing Rule's Valid From Date.",,
"Valid From Date should be less than Valid To Date.",,
"Valid To",,
"Valid To Date should be greater than Valid From Date.",,
"Valid To Date should be lesser than Pricing Rule's Valid To Date.",,
"Validation Error",,
Validity,,
"Validity and Usage",,
Value,,
"Value missing for ${0}",,
"Value: ${0}",,
Version,,
View,,
"View Accounting Entries",,
"View Paid Invoices",,
"View Purchases",,
"View Sales",,
"View Stock Entries",,
"View Unpaid Invoices",,
"View linked entries",,
We,,
"Weight Enabled Barcode",,
"Welcome to Green Bar By SFGCO",,
"When linking documents, if no match is found and filtering is in effect, allow to disable filters.",,
"Width (in cm)",,
"Write Off",,
"Write Off Account",,
"Write Off Account ${0} does not exist. Please set Write Off Account in General Settings",,
"Write Off Account not set. Please set Write Off Account in General Settings",,
"Write Off Entry",,
"Year to Date",,
Yearly,,
Years,,
Yellow,,
Yes,,
Zero,,
and,,
"check values and click on",,
"default Account",,
held,,
"in Batch ${0}",,
"item Group",,
"item Weight Digits",,
john@doe.com,,
"no need ${0} points to purchase this item",,
only,,
"to apply changes",,
